V1	V2
isogroup10913	GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup10914	GO:0005096;GO:0007165
isogroup10915	GO:0008152;GO:0016491;GO:0004450;GO:0006092;GO:0004448
isogroup10916	GO:0045552
isogroup10918	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup10919	GO:0005351;GO:0009401
isogroup1092	GO:0005524;GO:0015662;GO:0015992;GO:0016020;GO:0006812;GO:0003824;GO:0008152;GO:0005388;GO:0006816;GO:0016021;GO:0016820;GO:0008900
isogroup10921	GO:0016020;GO:0006886;GO:0008565
isogroup10925	GO:0005634;GO:0005732;GO:0006397;GO:0030529;GO:0030532
isogroup10928	GO:0004721;GO:0006470;GO:0004725;GO:0004722;GO:0008138;GO:0016314;GO:0051800
isogroup10930	GO:0003676
isogroup10931	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup10934	GO:0003676;GO:0005634;GO:0008270
isogroup10936	GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup10937	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup10945	GO:0005515;GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup10948	GO:0046582
isogroup10949	GO:0005856
isogroup1095	GO:0004560
isogroup10950	GO:0004602;GO:0006979;GO:0006950
isogroup10951	GO:0003677;GO:0005663;GO:0006260;GO:0005634;GO:0006281;GO:0007049
isogroup10952	GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0004722
isogroup10953	GO:0003677;GO:0004879;GO:0005634;GO:0006355;GO:0003700;GO:0003707;GO:0003706
isogroup10957	GO:0004197;GO:0004221;GO:0006511
isogroup10958	GO:0005525;GO:0007264;GO:0003676;GO:0003677;GO:0006355;GO:0015031;GO:0006412
isogroup1096	GO:0005509;GO:0007050;GO:0008570
isogroup10964	GO:0003677;GO:0003700;GO:0006354;GO:0006355;GO:0003899;GO:0003900;GO:0003901;GO:0003902
isogroup10965	GO:0004041
isogroup1097	GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup10972	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0005763;GO:0022627;GO:0042254
isogroup10973	GO:0003676
isogroup10976	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup10977	GO:0005524;GO:0008152;GO:0016301;GO:0016310;GO:0005737;GO:0016773;GO:0050201
isogroup1098	GO:0016853;GO:0003755;GO:0004600;GO:0030051;GO:0042027
isogroup10981	GO:0016491;GO:0006636;GO:0016020;GO:0016717;GO:0016213
isogroup10982	GO:0004653
isogroup10987	GO:0005680;GO:0030071
isogroup10989	GO:0004553;GO:0005975;GO:0008456
isogroup1099	GO:0005525;GO:0007264;GO:0015031;GO:0006886;GO:0003924;GO:0003925
isogroup10995	GO:0005737;GO:0006817
isogroup10997	GO:0008521
isogroup11	GO:0008800;GO:0030655;GO:0046677;GO:0047420;GO:0040029;GO:0016570
isogroup11000	GO:0005198;GO:0007155
isogroup11001	GO:0003723;GO:0003964;GO:0006278;GO:0003676;GO:0004190;GO:0006508;GO:0005634
isogroup11006	GO:0019211
isogroup11013	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
isogroup11014	GO:0047184
isogroup11019	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup1102	GO:0005279;GO:0006865;GO:0016020;GO:0006810;GO:0015184
isogroup11028	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0005007
isogroup11029	GO:0005201;GO:0005581;GO:0005737;GO:0006817
isogroup11030	GO:0005515
isogroup11032	GO:0016251
isogroup11036	GO:0016787;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0004722
isogroup11037	GO:0005215;GO:0005576;GO:0006810
isogroup1104	GO:0006508;GO:0008533;GO:0005509;GO:0008237;GO:0008270;GO:0004295
isogroup11040	GO:0006118;GO:0004355;GO:0016040
isogroup11041	GO:0006118;GO:0016491;GO:0008482
isogroup11042	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup11043	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup11045	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0017163;GO:0010992
isogroup11049	GO:0008757;GO:0008168
isogroup11050	GO:0005509;GO:0007156;GO:0016020
isogroup11051	GO:0005737;GO:0006817
isogroup11056	GO:0005622;GO:0008270;GO:0010992
isogroup11057	GO:0000166;GO:0017111;GO:0005524;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11058	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
isogroup1106	GO:0008152;GO:0016491;GO:0004029;GO:0016155
isogroup11066	GO:0003824;GO:0008152;GO:0003987;GO:0050218
isogroup11068	GO:0046872
isogroup11074	GO:0003700;GO:0005634;GO:0006355
isogroup11077	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0007242;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup11086	GO:0005489;GO:0006118;GO:0016491;GO:0010181;GO:0003958
isogroup11087	GO:0016020
isogroup11089	GO:0004197;GO:0006508;GO:0008234;GO:0016946;GO:0004217
isogroup11090	GO:0003676;GO:0006118;GO:0004497;GO:0050381
isogroup11091	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0035005;GO:0007268
isogroup11093	GO:0007155
isogroup11095	GO:0004725;GO:0006470;GO:0004721;GO:0005001
isogroup11096	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup11097	GO:0007242;GO:0009190;GO:0016849;GO:0004016;GO:0008294
isogroup11098	GO:0005085;GO:0007242
isogroup111	GO:0003676
isogroup11101	GO:0005515;GO:0015464
isogroup11104	GO:0004056
isogroup11105	GO:0003700;GO:0005634;GO:0006355
isogroup11107	GO:0005355;GO:0006810;GO:0016020;GO:0006886
isogroup11108	GO:0006118;GO:0016020;GO:0016491;GO:0005230;GO:0006810
isogroup11109	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11110	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup11111	GO:0003676;GO:0003743;GO:0006412
isogroup11114	GO:0005001
isogroup11115	GO:0005509
isogroup11116	GO:0004488;GO:0004477;GO:0004329
isogroup11119	GO:0005267;GO:0006813;GO:0016020;GO:0008152;GO:0016491;GO:0005249;GO:0008076;GO:0004725;GO:0004727
isogroup11120	GO:0005634;GO:0016481;GO:0016564
isogroup11121	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup11127	GO:0003676
isogroup11129	GO:0005509
isogroup11133	GO:0008757;GO:0008168
isogroup11134	GO:0007242;GO:0004713;GO:0016175
isogroup11135	GO:0001104;GO:0030375;GO:0042809;GO:0046966;GO:0006366
isogroup11141	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0004726
isogroup11142	GO:0008536
isogroup11145	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005489;GO:0006118;GO:0009719;GO:0005164;GO:0033209;GO:0010992
isogroup11146	GO:0006508;GO:0030693;GO:0004197;GO:0016946
isogroup11148	GO:0005525;GO:0007264;GO:0015031;GO:0006886;GO:0003924;GO:0003925
isogroup1115	GO:0004051
isogroup11152	GO:0005525;GO:0006412;GO:0003746
isogroup11155	GO:0005524;GO:0003677;GO:0004518;GO:0006289;GO:0000166;GO:0017111;GO:0006950;GO:0033554;GO:0061077
isogroup11158	GO:0000166;GO:0003677;GO:0003887;GO:0005634;GO:0006260;GO:0008408;GO:0005215;GO:0006810;GO:0016020;GO:0003891
isogroup11159	GO:0005509;GO:0016787
isogroup11161	GO:0008152;GO:0016758;GO:0003981
isogroup11164	GO:0004356;GO:0006807;GO:0006542
isogroup11167	GO:0001584;GO:0007186;GO:0016021
isogroup11168	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup11169	GO:0003743;GO:0005525;GO:0005851;GO:0006413;GO:0006412
isogroup1117	GO:0003676;GO:0008152;GO:0016491;GO:0004308
isogroup11170	GO:0016020;GO:0005489;GO:0005507;GO:0006118
isogroup11172	GO:0005507;GO:0008131
isogroup11173	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup11174	GO:0007165;GO:0007242;GO:0004697
isogroup11175	GO:0003847
isogroup11176	GO:0004221;GO:0007268;GO:0048167
isogroup11179	GO:0008757
isogroup11186	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup11188	GO:0008318;GO:0018346
isogroup1119	GO:0005509;GO:0005783;GO:0006457;GO:0051082
isogroup11192	GO:0004835;GO:0006464
isogroup11194	GO:0008531;GO:0009231
isogroup11195	GO:0005099
isogroup11196	GO:0003677;GO:0006355
isogroup11198	GO:0003677;GO:0006355
isogroup11199	GO:0005634;GO:0005732;GO:0006397;GO:0030529;GO:0030532
isogroup112	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007275
isogroup11200	GO:0005515;GO:0007165
isogroup1121	GO:0004565;GO:0005975;GO:0009341
isogroup11211	GO:0001558;GO:0005520;GO:0005576;GO:0002226;GO:0042381
isogroup11213	GO:0005509
isogroup11221	GO:0003677;GO:0005634;GO:0006355
isogroup11223	GO:0003824;GO:0004104;GO:0003990
isogroup11225	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup11226	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11231	GO:0004558;GO:0004339
isogroup11232	GO:0005525;GO:0005737;GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0043234;GO:0051258
isogroup11238	GO:0004594;GO:0005524;GO:0015937
isogroup11242	GO:0004888;GO:0007275;GO:0016020;GO:0005509
isogroup11244	GO:0050578
isogroup11245	GO:0008152;GO:0016758;GO:0003851;GO:0003981
isogroup11247	GO:0004332;GO:0006096
isogroup11249	GO:0005554;GO:0016020
isogroup11250	GO:0001584;GO:0007186;GO:0016021;GO:0008502
isogroup11251	GO:0005509;GO:0008570
isogroup11256	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016511
isogroup11259	GO:0008270;GO:0007242;GO:0005515;GO:0005524;GO:0044267;GO:0016308;GO:0004431;GO:0016309
isogroup11260	GO:0004812;GO:0005524;GO:0006418;GO:0006810;GO:0008519;GO:0016020
isogroup11261	GO:0003677;GO:0005634
isogroup11266	GO:0004733;GO:0008615
isogroup11269	GO:0000074;GO:0005634
isogroup1127	GO:0004802
isogroup11270	GO:0003677;GO:0006355
isogroup11274	GO:0005123
isogroup11278	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup11279	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11283	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0006605;GO:0006886;GO:0016020
isogroup11284	GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup11286	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup11287	GO:0003723;GO:0016071;GO:0006412
isogroup11289	GO:0005622;GO:0006916;GO:0004842;GO:0043027;GO:0006915;GO:1900118
isogroup11292	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
isogroup11295	GO:0005123
isogroup11296	GO:0015068
isogroup11298	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup11299	GO:0005515;GO:0005509;GO:0004725;GO:0004727
isogroup11301	GO:0008152;GO:0016779;GO:0003977
isogroup11303	GO:0004089;GO:0008270;GO:0015976;GO:0031214
isogroup11306	GO:0005524;GO:0000166;GO:0017111;GO:0016787;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0030163;GO:0043248
isogroup11307	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004709
isogroup11308	GO:0006118;GO:0015036;GO:0004416
isogroup11309	GO:0016262
isogroup1131	GO:0008270;GO:0003676;GO:0005634
isogroup11312	GO:0004722;GO:0006470;GO:0008287;GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup11319	GO:0004563;GO:0005975;GO:0030246;GO:0016231
isogroup1132	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup11320	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup11324	GO:0004144
isogroup11325	GO:0006464
isogroup11327	GO:0003677;GO:0006355
isogroup1133	GO:0047220
isogroup11331	GO:0005622;GO:0006355;GO:0070410
isogroup11338	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
isogroup11339	GO:0004143;GO:0007205;GO:0005489;GO:0005506;GO:0006118;GO:0007242
isogroup1134	GO:0008152;GO:0016491;GO:0008874;GO:0008875;GO:0047560
isogroup11340	GO:0006464
isogroup11342	GO:0005506;GO:0008152;GO:0016491;GO:0047988
isogroup11343	GO:0004767;GO:0006685
isogroup11344	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
isogroup11346	GO:0006904;GO:0016192
isogroup11348	GO:0004565;GO:0005975;GO:0009341
isogroup11349	GO:0003676
isogroup11351	GO:0004372;GO:0006544;GO:0006563
isogroup11355	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup11356	GO:0000166;GO:0017111
isogroup11360	GO:0008083;GO:0040007
isogroup11366	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup1137	GO:0003899;GO:0006350;GO:0003900;GO:0003901;GO:0003902
isogroup11370	GO:0005975;GO:0016868
isogroup11371	GO:0005515;GO:0005524;GO:0044267;GO:0003763
isogroup11373	GO:0007242
isogroup11375	GO:0005506;GO:0006118;GO:0016165;GO:0004051
isogroup11378	GO:0008415;GO:0004092;GO:0004093;GO:0004094
isogroup11379	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0008944;GO:0004243
isogroup11384	GO:0004295;GO:0006508;GO:0004263
isogroup11386	GO:0005515;GO:0005525;GO:0007264;GO:0015031
isogroup11387	GO:0005509;GO:0016787;GO:0017018
isogroup11389	GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902
isogroup11392	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11393	GO:0005524;GO:0000166;GO:0017111;GO:0016787;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11394	GO:0047756
isogroup11399	GO:0005509;GO:0007268;GO:0048167
isogroup1140	GO:0005489;GO:0006118;GO:0003756
isogroup11401	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup11402	GO:0004454
isogroup11403	GO:0004653
isogroup11406	GO:0003676;GO:0005634;GO:0008270
isogroup11409	GO:0006118;GO:0016491;GO:0004128
isogroup11410	GO:0003824;GO:0008152;GO:0005509
isogroup11412	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11419	GO:0019211
isogroup1142	GO:0006461;GO:0006886;GO:0030130
isogroup11421	GO:0043087
isogroup11422	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007548
isogroup11424	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup11425	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup11430	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0005509
isogroup11431	GO:0005509;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup11433	GO:0005634;GO:0005732;GO:0006397;GO:0030529;GO:0030532
isogroup11434	GO:0005524;GO:0006139;GO:0019201;GO:0016776;GO:0004127;GO:0009041
isogroup11435	GO:0007154;GO:0016021;GO:0005432
isogroup11439	GO:0005509;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup11441	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005576;GO:0009405;GO:0005230;GO:0006810;GO:0015464
isogroup11448	GO:0006457;GO:0031072;GO:0051082;GO:0003677;GO:0006306;GO:0008170;GO:0006950;GO:0033554;GO:0061077
isogroup1145	GO:0019904;GO:0004623;GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499
isogroup11450	GO:0004930;GO:0016020;GO:0005007
isogroup11453	GO:0005634;GO:0045449
isogroup1146	GO:0005622;GO:0005634;GO:0006606;GO:0008565
isogroup11465	GO:0005085;GO:0007242;GO:0005089
isogroup11469	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup11476	GO:0005509;GO:0007268;GO:0048167
isogroup11478	GO:0003676;GO:0005634;GO:0008270
isogroup11479	GO:0005001
isogroup11482	GO:0006118;GO:0016020
isogroup11484	GO:0006508;GO:0008237;GO:0008270;GO:0004597;GO:0018193;GO:0030176
isogroup11486	GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0005528
isogroup11487	GO:0003779;GO:0007010
isogroup11492	GO:0031419;GO:0002226;GO:0009682
isogroup11493	GO:0001104;GO:0006366
isogroup11495	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup11498	GO:0005247;GO:0006821;GO:0016020
isogroup11499	GO:0004602;GO:0006979;GO:0006950
isogroup115	GO:0016021
isogroup11503	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
isogroup11504	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004685;GO:0006914
isogroup11509	GO:0004725;GO:0006470;GO:0004721;GO:0005001
isogroup1151	GO:0003824;GO:0006629;GO:0006886;GO:0008565;GO:0016020;GO:0004806
isogroup11510	GO:0004871;GO:0007242
isogroup11511	GO:0004750;GO:0005975
isogroup11512	GO:0004339
isogroup11519	GO:0000026
isogroup1152	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup11522	GO:0003677;GO:0006355
isogroup11525	GO:0003677;GO:0006355
isogroup11537	GO:0003676;GO:0005634;GO:0008270
isogroup1154	GO:0008137;GO:0003954
isogroup11541	GO:0008270
isogroup11543	GO:0004888;GO:0007275;GO:0016020
isogroup11547	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup11549	GO:0003950
isogroup11554	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004693
isogroup11555	GO:0006118
isogroup11557	GO:0005489;GO:0006118;GO:0003756;GO:0006950;GO:0006979
isogroup11562	GO:0005198;GO:0007155;GO:0005737;GO:0006817
isogroup11563	GO:0005975;GO:0016301;GO:0046316
isogroup11567	GO:0000166;GO:0017111;GO:0005524;GO:0005634;GO:0008722;GO:0000810;GO:0004787;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177
isogroup11569	GO:0003950
isogroup11570	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup11571	GO:0003676;GO:0003723
isogroup11572	GO:0016020
isogroup11573	GO:0008152;GO:0016491;GO:0051341;GO:0016630
isogroup11574	GO:0004308
isogroup11576	GO:0006812;GO:0008324;GO:0016020
isogroup11579	GO:0008299;GO:0004161;GO:0004337
isogroup11581	GO:0003700;GO:0005634;GO:0006355
isogroup11582	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031
isogroup11584	GO:0005215;GO:0006810;GO:0016020;GO:0008514
isogroup1159	GO:0004785;GO:0006801;GO:0046872;GO:0004784;GO:0008382;GO:0008383;GO:0016954;GO:0006950;GO:0006979
isogroup11591	GO:0007242;GO:0005085;GO:0005952;GO:0006468;GO:0008603;GO:0005089
isogroup11592	GO:0005198
isogroup11595	GO:0003676;GO:0008152;GO:0016491;GO:0006412
isogroup11597	GO:0003676;GO:0005634;GO:0008270
isogroup11598	GO:0008083
isogroup116	GO:0004129;GO:0006118;GO:0016020;GO:0009481;GO:0009482;GO:0009483;GO:0009485;GO:0006950;GO:0006979;GO:0034599
isogroup11601	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111;GO:0005215
isogroup11602	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup11604	GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0005525;GO:0043234;GO:0051258
isogroup11605	GO:0008440
isogroup11607	GO:0004842;GO:0006512
isogroup11608	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup11614	GO:0003847
isogroup11616	GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup11619	GO:0004295;GO:0006508;GO:0004263;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup11620	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005003
isogroup11623	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup11627	GO:0005737;GO:0016788;GO:0019478
isogroup11628	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup1163	GO:0004620;GO:0009395;GO:0004623
isogroup11634	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup11636	GO:0003677;GO:0005634;GO:0005509
isogroup11637	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup11638	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11643	GO:0001584;GO:0007186;GO:0016021;GO:0004983
isogroup11649	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup1165	GO:0004322
isogroup11652	GO:0005509
isogroup11658	GO:0003677;GO:0006355;GO:0016251
isogroup1166	GO:0005509
isogroup11661	GO:0004182;GO:0006508
isogroup11663	GO:0003824;GO:0008152;GO:0003878
isogroup1167	GO:0005489;GO:0005506;GO:0006118;GO:0006099;GO:0016491;GO:0008177
isogroup11675	GO:0005622;GO:0006396;GO:0000398;GO:0005634
isogroup11676	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup11677	GO:0003676;GO:0005634;GO:0008270
isogroup11678	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0006950;GO:0033554
isogroup11679	GO:0003676
isogroup11682	GO:0004221;GO:0007268;GO:0048167
isogroup11683	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup11684	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup11685	GO:0006812;GO:0008324;GO:0016020
isogroup11688	GO:0005622;GO:0005634;GO:0006606;GO:0008565
isogroup1169	GO:0004365;GO:0006096;GO:0051287;GO:0006006;GO:0008943
isogroup11691	GO:0005515
isogroup11692	GO:0046582
isogroup11696	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup11697	GO:0016905
isogroup11698	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup117	GO:0004197;GO:0006508;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934;GO:0030528;GO:0042254
isogroup11700	GO:0005525
isogroup11704	GO:0005869;GO:0007017
isogroup11718	GO:0003824;GO:0008152;GO:0047621
isogroup11719	GO:0004287;GO:0006508;GO:0004252;GO:0008945
isogroup1172	GO:0016020;GO:0005245
isogroup11723	GO:0003824;GO:0008152;GO:0030272
isogroup11726	GO:0004527;GO:0005622;GO:0004518;GO:0016788;GO:0042578
isogroup11727	GO:0005001
isogroup1173	GO:0007218;GO:0016020;GO:0004930;GO:0005509;GO:0006605;GO:0006886;GO:0005198;GO:0007156;GO:0007155
